0, 0
1, 1026
2, 2048
3, 3063
4, 4065
5, 5051
6, 6018
7, 6960
8, 7876
9, 8760
10, 9611
11, 10423
12, 11194
13, 11922
14, 12602
15, 13233
16, 13812
17, 14337
18, 14806
19, 15216
20, 15567
21, 15856
22, 16083
23, 16247
24, 16347
25, 16383
26, 16354
27, 16262
28, 16105
29, 15885
30, 15603
31, 15259
32, 14855
33, 14393
34, 13875
35, 13302
36, 12677
37, 12002
38, 11279
39, 10513
40, 9705
41, 8859
42, 7978
43, 7066
44, 6126
45, 5162
46, 4178
47, 3177
48, 2164
49, 1142
50, 116
51, -909
52, -1932
53, -1922
54, -1903
55, -1877
56, -1844
57, -1803
58, -1755
59, -1701
60, -1640
61, -1572
62, -1498
63, -1418
64, -1333
65, -1242
66, -1147
67, -1047
68, -943
69, -835
70, -724
71, -610
72, -493
73, -375
74, -255
75, -135
76, -13
77, 107
78, 228
79, 348
80, 467
81, 583
82, 698
83, 810
84, 918
85, 1023
86, 1124
87, 1221
88, 1313
89, 1400
90, 1480
91, 1556
92, 1625
93, 1687
94, 1744
95, 1793
96, 1835
97, 1870
98, 1898
99, 1918
100, 1931
101, 1935
102, 1933
103, 1923
104, 1906
105, 1881
106, 1848
107, 1808
108, 1761
109, 1707
110, 1647
111, 1580
112, 1507
113, 1427
114, 1343
115, 1253
116, 1158
117, 1058
118, 955
119, 848
120, 737
121, 623
122, 507
123, 389
124, 269
125, 148
126, 28
127, -94
128, -214
129, -335
130, -453
131, -571
132, -685
133, -798
134, -906
135, -1012
136, -1113
137, -1210
138, -1303
139, -1390
140, -1472
141, -1547
142, -1617
143, -1681
144, -1738
145, -1788
146, -1831
147, -1867
148, -1895
149, -1916
150, -1930
151, -1935
152, -1933
153, -1925
154, -1908
155, -1884
156, -1852
157, -1813
158, -1767
159, -1714
160, -1654
161, -1588
162, -1515
163, -1437
164, -1353
165, -1264
166, -1169
167, -1070
168, -967
169, -860
170, -749
171, -636
172, -520
173, -402
174, -283
175, -162
176, -41
177, 80
178, 201
179, 321
180, 440
181, 557
182, 672
183, 785
184, 894
185, 1000
186, 1102
187, 1199
188, 1292
189, 1380
190, 1462
191, 1539
192, 1609
193, 1674
194, 1732
195, 1782
196, 1826
197, 1863
198, 1892
