#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B053D5
#Date Time: 2025-02-11 09:28:11.793
#Sample rate: 40000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 50 mV Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V)
-0.1023956666666667,-0.0009097832415225584
-0.1023706666666667,-0.0009097832415227094
-0.1023456666666667,-0.001241796744592148
-0.1023206666666667,-0.0009097832415225584
-0.1022956666666667,-0.0009097832415225584
-0.1022706666666667,-0.0009097832415225584
-0.1022456666666667,-0.0009097832415225584
-0.1022206666666667,-0.0009097832415225584
-0.1021956666666667,-0.0009097832415225584
-0.1021706666666667,-0.0009097832415225584
-0.1021456666666667,-0.0005777697384529688
-0.1021206666666667,-0.0009097832415224074
-0.1020956666666667,-0.0005777697384529688
-0.1020706666666667,-0.0005777697384529688
-0.1020456666666667,-0.0005777697384529688
-0.1020206666666667,-0.0005777697384529688
-0.1019956666666667,-0.0005777697384529688
-0.1019706666666667,-0.0005777697384529688
-0.1019456666666667,-0.0005777697384529688
-0.1019206666666667,-0.0005777697384529688
-0.1018956666666667,-0.0005777697384529688
-0.1018706666666667,-0.0005777697384529688
-0.1018456666666667,-0.0005777697384529688
-0.1018206666666667,-0.0005777697384529688
-0.1017956666666667,-0.0005777697384529688
-0.1017706666666667,-0.0005777697384529688
-0.1017456666666667,-0.0005777697384529688
-0.1017206666666667,-0.0005777697384529688
-0.1016956666666667,-0.0009097832415225584
-0.1016706666666667,-0.0005777697384529688
-0.1016456666666667,-0.0005777697384529688
-0.1016206666666667,-0.0009097832415224074
-0.1015956666666667,-0.0005777697384529688
-0.1015706666666667,-0.0009097832415225584
-0.1015456666666667,-0.0005777697384529688
-0.1015206666666667,-0.0005777697384529688
-0.1014956666666667,-0.0005777697384529688
-0.1014706666666667,-0.0005777697384529688
-0.1014456666666667,-0.0002457562353833792
-0.1014206666666667,-0.0005777697384529688
-0.1013956666666667,-0.0005777697384529688
-0.1013706666666667,-0.0002457562353835302
-0.1013456666666667,-0.0002457562353833792
-0.1013206666666667,-0.0002457562353833792
-0.1012956666666667,-0.0002457562353833792
-0.1012706666666667,-0.0002457562353833792
-0.1012456666666667,-0.0002457562353833792
-0.1012206666666667,-0.0002457562353833792
-0.1011956666666667,-0.0002457562353833792
-0.1011706666666667,-0.0002457562353833792
-0.1011456666666667,-0.0002457562353833792
-0.1011206666666667,-0.0002457562353833792
-0.1010956666666667,-0.0002457562353833792
-0.1010706666666667,-0.0002457562353833792
-0.1010456666666667,-0.0002457562353833792
-0.1010206666666667,-0.0002457562353833792
-0.1009956666666667,-0.0002457562353833792
-0.1009706666666667,8.625726768621039e-05
-0.1009456666666667,-0.0002457562353833792
-0.1009206666666667,8.625726768621039e-05
-0.1008956666666667,8.625726768621039e-05
-0.1008706666666667,8.625726768621039e-05
-0.1008456666666667,-0.0002457562353833792
-0.1008206666666667,-0.0002457562353833792
-0.1007956666666667,8.625726768621039e-05
-0.1007706666666667,-0.0002457562353833792
-0.1007456666666667,8.625726768605942e-05
-0.1007206666666667,8.625726768621039e-05
-0.1006956666666667,-0.0002457562353833792
-0.1006706666666667,-0.0002457562353833792
-0.1006456666666667,-0.0002457562353833792
-0.1006206666666667,-0.0002457562353833792
-0.1005956666666667,-0.0002457562353833792
-0.1005706666666667,-0.0002457562353833792
-0.1005456666666667,-0.0005777697384529688
-0.1005206666666667,-0.0005777697384529688
-0.1004956666666667,-0.0005777697384529688
-0.1004706666666667,-0.0002457562353833792
-0.1004456666666667,-0.0005777697384529688
-0.1004206666666667,-0.0005777697384529688
-0.1003956666666667,-0.0005777697384529688
-0.1003706666666667,-0.0005777697384529688
-0.1003456666666667,-0.0002457562353833792
-0.1003206666666667,-0.0005777697384529688
-0.1002956666666667,-0.0002457562353833792
-0.1002706666666667,-0.0005777697384529688
-0.1002456666666667,-0.0005777697384529688
-0.1002206666666667,-0.0005777697384529688
-0.1001956666666667,-0.0005777697384529688
-0.1001706666666667,-0.0005777697384529688
-0.1001456666666667,-0.0005777697384529688
-0.1001206666666667,-0.0005777697384529688
-0.1000956666666667,-0.0005777697384529688
-0.1000706666666667,-0.0002457562353833792
-0.1000456666666667,-0.0005777697384529688
-0.1000206666666667,-0.0009097832415225584
-0.09999566666666668,-0.0009097832415225584
-0.09997066666666667,-0.0009097832415225584
-0.09994566666666667,-0.0009097832415225584
-0.09992066666666667,-0.0009097832415225584
-0.09989566666666667,-0.0009097832415225584
