Freq.	V(out)
9.33254300796988e+01	(7.85392338340551e+00dB,-2.72951721193090e-01°)
9.54992586021433e+01	(7.85391878308141e+00dB,-2.79309485172865e-01°)
9.77237220955808e+01	(7.85391396595979e+00dB,-2.85815333852362e-01°)
9.99999999999997e+01	(7.85390892181131e+00dB,-2.92472715905276e-01°)
1.02329299228075e+02	(7.85390363994438e+00dB,-2.99285159576509e-01°)
1.04712854805090e+02	(7.85389810916967e+00dB,-3.06256277241341e-01°)
1.07151930523760e+02	(7.85389231774440e+00dB,-3.13389763931766e-01°)
1.09647819614318e+02	(7.85388625337301e+00dB,-3.20689399957560e-01°)
1.12201845430196e+02	(7.85387990321955e+00dB,-3.28159057285535e-01°)
1.14815362149688e+02	(7.85387325379400e+00dB,-3.35802692462863e-01°)
1.17489755493953e+02	(7.85386629100692e+00dB,-3.43624359165637e-01°)
1.20226443461741e+02	(7.85385900008195e+00dB,-3.51628202905463e-01°)
1.23026877081238e+02	(7.85385136556287e+00dB,-3.59818466587108e-01°)
1.25892541179416e+02	(7.85384337125527e+00dB,-3.68199490040757e-01°)
1.28824955169313e+02	(7.85383500019537e+00dB,-3.76775717369656e-01°)
1.31825673855640e+02	(7.85382623463653e+00dB,-3.85551692873823e-01°)
1.34896288259165e+02	(7.85381705599553e+00dB,-3.94532068842194e-01°)
1.38038426460288e+02	(7.85380744479407e+00dB,-4.03721605298811e-01°)
1.41253754462275e+02	(7.85379738066220e+00dB,-4.13125172168427e-01°)
1.44543977074592e+02	(7.85378684224076e+00dB,-4.22747753187763e-01°)
1.47910838816820e+02	(7.85377580718736e+00dB,-4.32594448525689e-01°)
1.51356124843620e+02	(7.85376425209055e+00dB,-4.42670476788850e-01°)
1.54881661891248e+02	(7.85375215246505e+00dB,-4.52981178439358e-01°)
1.58489319246111e+02	(7.85373948263258e+00dB,-4.63532016912938e-01°)
1.62181009735892e+02	(7.85372621572672e+00dB,-4.74328583683620e-01°)
1.65958690743755e+02	(7.85371232361193e+00dB,-4.85376600694213e-01°)
1.69824365246174e+02	(7.85369777683350e+00dB,-4.96681922348120e-01°)
1.73780082874937e+02	(7.85368254453917e+00dB,-5.08250539258116e-01°)
1.77827941003892e+02	(7.85366659442332e+00dB,-5.20088581390782e-01°)
1.81970085860998e+02	(7.85364989266972e+00dB,-5.32202321620827e-01°)
1.86208713666286e+02	(7.85363240385105e+00dB,-5.44598179021838e-01°)
1.90546071796324e+02	(7.85361409088590e+00dB,-5.57282720544870e-01°)
1.94984459975804e+02	(7.85359491494091e+00dB,-5.70262667331313e-01°)
1.99526231496887e+02	(7.85357483535339e+00dB,-5.83544896547831e-01°)
2.04173794466952e+02	(7.85355380954027e+00dB,-5.97136444483514e-01°)
2.08929613085403e+02	(7.85353179292399e+00dB,-6.11044511586144e-01°)
2.13796208950222e+02	(7.85350873881397e+00dB,-6.25276465220007e-01°)
2.18776162394954e+02	(7.85348459833022e+00dB,-6.39839845716707e-01°)
2.23872113856833e+02	(7.85345932028129e+00dB,-6.54742365931878e-01°)
2.29086765276776e+02	(7.85343285107355e+00dB,-6.69991920005900e-01°)
2.34422881531991e+02	(7.85340513458482e+00dB,-6.85596585465645e-01°)
2.39883291901948e+02	(7.85337611204715e+00dB,-7.01564626264171e-01°)
2.45470891568502e+02	(7.85334572192719e+00dB,-7.17904499123285e-01°)
2.51188643150957e+02	(7.85331389979106e+00dB,-7.34624857442667e-01°)
2.57039578276885e+02	(7.85328057817679e+00dB,-7.51734555309309e-01°)
2.63026799189537e+02	(7.85324568643466e+00dB,-7.69242652453317e-01°)
2.69153480392690e+02	(7.85320915059768e+00dB,-7.87158418970823e-01°)
2.75422870333816e+02	(7.85317089320741e+00dB,-8.05491340153805e-01°)
2.81838293126444e+02	(7.85313083316523e+00dB,-8.24251121597841e-01°)
2.88403150312659e+02	(7.85308888554554e+00dB,-8.43447694252577e-01°)
2.95120922666637e+02	(7.85304496142964e+00dB,-8.63091219079660e-01°)
3.01995172040200e+02	(7.85299896771205e+00dB,-8.83192093683421e-01°)
3.09029543251358e+02	(7.85295080689628e+00dB,-9.03760955347077e-01°)
3.16227766016837e+02	(7.85290037690707e+00dB,-9.24808690350324e-01°)
3.23593656929627e+02	(7.85284757085169e+00dB,-9.46346434971667e-01°)
3.31131121482590e+02	(7.85279227681148e+00dB,-9.68385584886830e-01°)
3.38844156139201e+02	(7.85273437759727e+00dB,-9.90937800645158e-01°)
3.46736850452530e+02	(7.85267375050641e+00dB,-1.01401501142067e+00°)
3.54813389233574e+02	(7.85261026705420e+00dB,-1.03762942353826e+00°)
3.63078054770100e+02	(7.85254379271443e+00dB,-1.06179352652034e+00°)
3.71535229097171e+02	(7.85247418662586e+00dB,-1.08652009825990e+00°)
3.80189396320559e+02	(7.85240130129907e+00dB,-1.11182221269830e+00°)
3.89045144994279e+02	(7.85232498230295e+00dB,-1.13771324655057e+00°)
3.98107170553495e+02	(7.85224506794136e+00dB,-1.16420688600913e+00°)
4.07380277804111e+02	(7.85216138890778e+00dB,-1.19131713342891e+00°)
4.16869383470333e+02	(7.85207376793064e+00dB,-1.21905831500905e+00°)
4.26579518801591e+02	(7.85198201939933e+00dB,-1.24744508879912e+00°)
4.36515832240164e+02	(7.85188594896968e+00dB,-1.27649245024764e+00°)
4.46683592150961e+02	(7.85178535315749e+00dB,-1.30621574213130e+00°)
4.57088189614873e+02	(7.85168001890819e+00dB,-1.33663066076637e+00°)
4.67735141287196e+02	(7.85156972314707e+00dB,-1.36775326508739e+00°)
4.78630092322636e+02	(7.85145423230875e+00dB,-1.39959998429220e+00°)
4.89778819368444e+02	(7.85133330184624e+00dB,-1.43218762616570e+00°)
5.01187233627270e+02	(7.85120667571527e+00dB,-1.46553338608529e+00°)
5.12861383991362e+02	(7.85107408583572e+00dB,-1.49965485536039e+00°)
5.24807460249770e+02	(7.85093525152595e+00dB,-1.53457002992145e+00°)
5.37031796370250e+02	(7.85078987891342e+00dB,-1.57029732028957e+00°)
5.49540873857622e+02	(7.85063766031556e+00dB,-1.60685555962231e+00°)
5.62341325190346e+02	(7.85047827359405e+00dB,-1.64426401448000e+00°)
5.75439937337154e+02	(7.85031138147663e+00dB,-1.68254239333590e+00°)
5.88843655355586e+02	(7.85013663084954e+00dB,-1.72171085722099e+00°)
6.02559586074355e+02	(7.84995365201490e+00dB,-1.76179002921459e+00°)
6.16595001861479e+02	(7.84976205791534e+00dB,-1.80280100523036e+00°)
6.30957344480190e+02	(7.84956144332283e+00dB,-1.84476536407450e+00°)
6.45654229034652e+02	(7.84935138398718e+00dB,-1.88770517829728e+00°)
6.60693448007592e+02	(7.84913143574909e+00dB,-1.93164302461602e+00°)
6.76082975391978e+02	(7.84890113360743e+00dB,-1.97660199593685e+00°)
6.91830970918933e+02	(7.84865999074837e+00dB,-2.02260571151661e+00°)
7.07945784384134e+02	(7.84840749752621e+00dB,-2.06967832923287e+00°)
7.24435960074986e+02	(7.84814312039675e+00dB,-2.11784455696721e+00°)
7.41310241300914e+02	(7.84786630080497e+00dB,-2.16712966462188e+00°)
7.58577575029180e+02	(7.84757645401700e+00dB,-2.21755949601103e+00°)
7.76247116628688e+02	(7.84727296790169e+00dB,-2.26916048159737e+00°)
7.94328234724277e+02	(7.84695520165405e+00dB,-2.32195965068199e+00°)
8.12830516164095e+02	(7.84662248446150e+00dB,-2.37598464448185e+00°)
8.31763771102666e+02	(7.84627411410730e+00dB,-2.43126372870175e+00°)
8.51138038202372e+02	(7.84590935551132e+00dB,-2.48782580716130e+00°)
8.70963589956076e+02	(7.84552743920315e+00dB,-2.54570043499841e+00°)
8.91250938133741e+02	(7.84512755972610e+00dB,-2.60491783224933e+00°)
9.12010839355905e+02	(7.84470887396735e+00dB,-2.66550889784503e+00°)
9.33254300796986e+02	(7.84427049941227e+00dB,-2.72750522334578e+00°)
9.54992586021431e+02	(7.84381151232039e+00dB,-2.79093910738099e+00°)
9.77237220955805e+02	(7.84333094581642e+00dB,-2.85584357024166e+00°)
9.99999999999994e+02	(7.84282778789690e+00dB,-2.92225236790303e+00°)
1.02329299228075e+03	(7.84230097934441e+00dB,-2.99020000741304e+00°)
1.04712854805089e+03	(7.84174941154940e+00dB,-3.05972176182554e+00°)
1.07151930523760e+03	(7.84117192423261e+00dB,-3.13085368500860e+00°)
1.09647819614318e+03	(7.84056730306486e+00dB,-3.20363262716355e+00°)
1.12201845430196e+03	(7.83993427718092e+00dB,-3.27809625028575e+00°)
1.14815362149688e+03	(7.83927151658137e+00dB,-3.35428304381008e+00°)
1.17489755493952e+03	(7.83857762941893e+00dB,-3.43223234042937e+00°)
1.20226443461741e+03	(7.83785115916175e+00dB,-3.51198433156658e+00°)
1.23026877081237e+03	(7.83709058163412e+00dB,-3.59358008411100e+00°)
1.25892541179416e+03	(7.83629430192300e+00dB,-3.67706155563905e+00°)
1.28824955169313e+03	(7.83546065114956e+00dB,-3.76247161122454e+00°)
1.31825673855640e+03	(7.83458788309746e+00dB,-3.84985403922474e+00°)
1.34896288259165e+03	(7.83367417069343e+00dB,-3.93925356745579e+00°)
1.38038426460288e+03	(7.83271760233530e+00dB,-4.03071588011462e+00°)
1.41253754462275e+03	(7.83171617805752e+00dB,-4.12428763305955e+00°)
1.44543977074592e+03	(7.83066780553230e+00dB,-4.22001647065048e+00°)
1.47910838816820e+03	(7.82957029589688e+00dB,-4.31795104158749e+00°)
1.51356124843620e+03	(7.82842135940190e+00dB,-4.41814101506622e+00°)
1.54881661891247e+03	(7.82721860087258e+00dB,-4.52063709654020e+00°)
1.58489319246110e+03	(7.82595951497717e+00dB,-4.62549104341133e+00°)
1.62181009735892e+03	(7.82464148129451e+00dB,-4.73275568069219e+00°)
1.65958690743755e+03	(7.82326175917358e+00dB,-4.84248491598460e+00°)
1.69824365246173e+03	(7.82181748237721e+00dB,-4.95473375452883e+00°)
1.73780082874936e+03	(7.82030565350331e+00dB,-5.06955831389256e+00°)
1.77827941003891e+03	(7.81872313817436e+00dB,-5.18701583790726e+00°)
1.81970085860997e+03	(7.81706665898843e+00dB,-5.30716471044681e+00°)
1.86208713666286e+03	(7.81533278922291e+00dB,-5.43006446852073e+00°)
1.90546071796323e+03	(7.81351794628344e+00dB,-5.55577581497263e+00°)
1.94984459975803e+03	(7.81161838488959e+00dB,-5.68436063018317e+00°)
1.99526231496887e+03	(7.80963018998857e+00dB,-5.81588198324786e+00°)
2.04173794466952e+03	(7.80754926938982e+00dB,-5.95040414235591e+00°)
2.08929613085403e+03	(7.80537134611137e+00dB,-6.08799258394298e+00°)
2.13796208950222e+03	(7.80309195043003e+00dB,-6.22871400113377e+00°)
2.18776162394954e+03	(7.80070641162752e+00dB,-6.37263631107688e+00°)
2.23872113856832e+03	(7.79820984942450e+00dB,-6.51982866068313e+00°)
2.29086765276776e+03	(7.79559716509459e+00dB,-6.67036143132631e+00°)
2.34422881531991e+03	(7.79286303225102e+00dB,-6.82430624219281e+00°)
2.39883291901947e+03	(7.79000188729907e+00dB,-6.98173595149465e+00°)
2.45470891568501e+03	(7.78700791954634e+00dB,-7.14272465649283e+00°)
2.51188643150956e+03	(7.78387506096602e+00dB,-7.30734769140218e+00°)
2.57039578276885e+03	(7.78059697560591e+00dB,-7.47568162315786e+00°)
2.63026799189536e+03	(7.77716704863877e+00dB,-7.64780424517264e+00°)
2.69153480392690e+03	(7.77357837504911e+00dB,-7.82379456843426e+00°)
2.75422870333815e+03	(7.76982374795261e+00dB,-8.00373281037977e+00°)
2.81838293126443e+03	(7.76589564654599e+00dB,-8.18770038066507e+00°)
2.88403150312658e+03	(7.76178622368461e+00dB,-8.37577986410855e+00°)
2.95120922666636e+03	(7.75748729308824e+00dB,-8.56805500053879e+00°)
3.01995172040199e+03	(7.75299031617509e+00dB,-8.76461066099120e+00°)
3.09029543251357e+03	(7.74828638852687e+00dB,-8.96553282029881e+00°)
3.16227766016836e+03	(7.74336622598859e+00dB,-9.17090852598494e+00°)
3.23593656929626e+03	(7.73822015040931e+00dB,-9.38082586278371e+00°)
3.31131121482589e+03	(7.73283807503119e+00dB,-9.59537391265209e+00°)
3.38844156139200e+03	(7.72720948953750e+00dB,-9.81464271016737e+00°)
3.46736850452529e+03	(7.72132344477217e+00dB,-1.00387231930030e+01°)
3.54813389233573e+03	(7.71516853714602e+00dB,-1.02677071467956e+01°)
3.63078054770099e+03	(7.70873289274835e+00dB,-1.05016871445055e+01°)
3.71535229097170e+03	(7.70200415118529e+00dB,-1.07407564798385e+01°)
3.80189396320558e+03	(7.69496944917024e+00dB,-1.09850090942399e+01°)
3.89045144994278e+03	(7.68761540389517e+00dB,-1.12345394973053e+01°)
3.98107170553494e+03	(7.67992809621585e+00dB,-1.14894426800401e+01°)
4.07380277804110e+03	(7.67189305368878e+00dB,-1.17498140209213e+01°)
4.16869383470332e+03	(7.66349523350161e+00dB,-1.20157491839719e+01°)
4.26579518801589e+03	(7.65471900534482e+00dB,-1.22873440088753e+01°)
4.36515832240162e+03	(7.64554813427706e+00dB,-1.25646943926497e+01°)
4.46683592150960e+03	(7.63596576364284e+00dB,-1.28478961620529e+01°)
4.57088189614871e+03	(7.62595439810714e+00dB,-1.31370449372309e+01°)
4.67735141287194e+03	(7.61549588687796e+00dB,-1.34322359855028e+01°)
4.78630092322634e+03	(7.60457140719449e+00dB,-1.37335640649952e+01°)
4.89778819368442e+03	(7.59316144816612e+00dB,-1.40411232583409e+01°)
5.01187233627268e+03	(7.58124579505409e+00dB,-1.43550067953945e+01°)
5.12861383991361e+03	(7.56880351409627e+00dB,-1.46753068650448e+01°)
5.24807460249768e+03	(7.55581293798240e+00dB,-1.50021144158366e+01°)
5.37031796370248e+03	(7.54225165209615e+00dB,-1.53355189449383e+01°)
5.49540873857620e+03	(7.52809648164806e+00dB,-1.56756082754565e+01°)
5.62341325190344e+03	(7.51332347983220e+00dB,-1.60224683216124e+01°)
5.75439937337152e+03	(7.49790791714745e+00dB,-1.63761828420840e+01°)
5.88843655355584e+03	(7.48182427203314e+00dB,-1.67368331808843e+01°)
6.02559586074353e+03	(7.46504622297678e+00dB,-1.71044979962088e+01°)
6.16595001861477e+03	(7.44754664225975e+00dB,-1.74792529769594e+01°)
6.30957344480188e+03	(7.42929759151482e+00dB,-1.78611705472619e+01°)
6.45654229034650e+03	(7.41027031927620e+00dB,-1.82503195591556e+01°)
6.60693448007590e+03	(7.39043526071007e+00dB,-1.86467649735073e+01°)
6.76082975391976e+03	(7.36976203971918e+00dB,-1.90505675298897e+01°)
6.91830970918931e+03	(7.34821947362020e+00dB,-1.94617834056544e+01°)
7.07945784384132e+03	(7.32577558059684e+00dB,-1.98804638649021e+01°)
7.24435960074984e+03	(7.30239759013402e+00dB,-2.03066548981443e+01°)
7.41310241300911e+03	(7.27805195664012e+00dB,-2.07403968533610e+01°)
7.58577575029177e+03	(7.25270437646362e+00dB,-2.11817240596937e+01°)
7.76247116628685e+03	(7.22631980850845e+00dB,-2.16306644447794e+01°)
7.94328234724275e+03	(7.19886249864798e+00dB,-2.20872391470204e+01°)
8.12830516164092e+03	(7.17029600813077e+00dB,-2.25514621244173e+01°)
8.31763771102664e+03	(7.14058324616245e+00dB,-2.30233397615128e+01°)
8.51138038202369e+03	(7.10968650683586e+00dB,-2.35028704761927e+01°)
8.70963589956073e+03	(7.07756751056714e+00dB,-2.39900443285233e+01°)
8.91250938133738e+03	(7.04418745017749e+00dB,-2.44848426335276e+01°)
9.12010839355902e+03	(7.00950704173929e+00dB,-2.49872375803726e+01°)
9.33254300796983e+03	(6.97348658028118e+00dB,-2.54971918604093e+01°)
9.54992586021428e+03	(6.93608600041857e+00dB,-2.60146583066508e+01°)
9.77237220955802e+03	(6.89726494194509e+00dB,-2.65395795474537e+01°)
9.99999999999991e+03	(6.85698282038609e+00dB,-2.70718876772689e+01°)
1.02329299228075e+04	(6.81519890247684e+00dB,-2.76115039475183e+01°)
1.04712854805089e+04	(6.77187238648765e+00dB,-2.81583384805402e+01°)
1.07151930523760e+04	(6.72696248727361e+00dB,-2.87122900099297e+01°)
1.09647819614318e+04	(6.68042852587992e+00dB,-2.92732456502452e+01°)
1.12201845430195e+04	(6.63223002348505e+00dB,-2.98410806993605e+01°)
1.14815362149687e+04	(6.58232679941271e+00dB,-3.04156584766239e+01°)
1.17489755493952e+04	(6.53067907289153e+00dB,-3.09968301998482e+01°)
1.20226443461740e+04	(6.47724756818840e+00dB,-3.15844349041630e+01°)
1.23026877081237e+04	(6.42199362268829e+00dB,-3.21782994054251e+01°)
1.25892541179416e+04	(6.36487929744138e+00dB,-3.27782383110986e+01°)
1.28824955169312e+04	(6.30586748964709e+00dB,-3.33840540806559e+01°)
1.31825673855640e+04	(6.24492204649683e+00dB,-3.39955371379756e+01°)
1.34896288259164e+04	(6.18200787975178e+00dB,-3.46124660372972e+01°)
1.38038426460287e+04	(6.11709108039112e+00dB,-3.52346076843434e+01°)
1.41253754462274e+04	(6.05013903263066e+00dB,-3.58617176136216e+01°)
1.44543977074591e+04	(5.98112052658159e+00dB,-3.64935403224723e+01°)
1.47910838816819e+04	(5.91000586879626e+00dB,-3.71298096622079e+01°)
1.51356124843619e+04	(5.83676698993227e+00dB,-3.77702492857388e+01°)
1.54881661891247e+04	(5.76137754875912e+00dB,-3.84145731511142e+01°)
1.58489319246110e+04	(5.68381303173298e+00dB,-3.90624860794075e+01°)
1.62181009735891e+04	(5.60405084737609e+00dB,-3.97136843651992e+01°)
1.65958690743755e+04	(5.52207041471763e+00dB,-4.03678564371074e+01°)
1.69824365246173e+04	(5.43785324508257e+00dB,-4.10246835654326e+01°)
1.73780082874936e+04	(5.35138301655458e+00dB,-4.16838406135241e+01°)
1.77827941003891e+04	(5.26264564048780e+00dB,-4.23449968288920e+01°)
1.81970085860997e+04	(5.17162931949960e+00dB,-4.30078166695683e+01°)
1.86208713666285e+04	(5.07832459644217e+00dB,-4.36719606611486e+01°)
1.90546071796323e+04	(4.98272439392397e+00dB,-4.43370862791785e+01°)
1.94984459975803e+04	(4.88482404403128e+00dB,-4.50028488515125e+01°)
1.99526231496886e+04	(4.78462130798491e+00dB,-4.56689024750530e+01°)
2.04173794466951e+04	(4.68211638555587e+00dB,-4.63349009408534e+01°)
2.08929613085402e+04	(4.57731191415521e+00dB,-4.70004986618094e+01°)
2.13796208950221e+04	(4.47021295760582e+00dB,-4.76653515968445e+01°)
2.18776162394953e+04	(4.36082698469714e+00dB,-4.83291181657507e+01°)
2.23872113856832e+04	(4.24916383771385e+00dB,-4.89914601487598e+01°)
2.29086765276775e+04	(4.13523569121884e+00dB,-4.96520435653009e+01°)
2.34422881531990e+04	(4.01905700145371e+00dB,-5.03105395265253e+01°)
2.39883291901947e+04	(3.90064444679906e+00dB,-5.09666250564820e+01°)
2.45470891568501e+04	(3.78001685980840e+00dB,-5.16199838772360e+01°)
2.51188643150956e+04	(3.65719515139375e+00dB,-5.22703071536652e+01°)
2.57039578276884e+04	(3.53220222779729e+00dB,-5.29172941940041e+01°)
2.63026799189536e+04	(3.40506290103028e+00dB,-5.35606531028019e+01°)
2.69153480392689e+04	(3.27580379349837e+00dB,-5.42001013834336e+01°)
2.75422870333814e+04	(3.14445323756049e+00dB,-5.48353664877712e+01°)
2.81838293126443e+04	(3.01104117078755e+00dB,-5.54661863112834e+01°)
2.88403150312658e+04	(2.87559902769570e+00dB,-5.60923096322117e+01°)
2.95120922666636e+04	(2.73815962872963e+00dB,-5.67134964941096e+01°)
3.01995172040199e+04	(2.59875706726210e+00dB,-5.73295185315086e+01°)
3.09029543251356e+04	(2.45742659535948e+00dB,-5.79401592389297e+01°)
3.16227766016835e+04	(2.31420450903848e+00dB,-5.85452141839703e+01°)
3.23593656929625e+04	(2.16912803370855e+00dB,-5.91444911655617e+01°)
3.31131121482588e+04	(2.02223521045763e+00dB,-5.97378103189840e+01°)
3.38844156139199e+04	(1.87356478379705e+00dB,-6.03250041694376e+01°)
3.46736850452528e+04	(1.72315609143601e+00dB,-6.09059176364199e+01°)
3.54813389233572e+04	(1.57104895660686e+00dB,-6.14804079913214e+01°)
3.63078054770098e+04	(1.41728358341157e+00dB,-6.20483447709411e+01°)
3.71535229097169e+04	(1.26190045560725e+00dB,-6.26096096497741e+01°)
