#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B053D5
#Date Time: 2025-05-15 15:11:25.393
#Sample rate: 1.42857e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-6.549966411871761e-05,0.0177075488721178,0.005877134781715853
-6.542966411871762e-05,0.01405788581356802,0.02047022946035517
-6.535966411871762e-05,0.006758559696468467,0.01317368212103551
-6.528966411871761e-05,0.01040822275501824,0.01317368212103551
-6.521966411871762e-05,0.0177075488721178,0.01317368212103551
-6.514966411871762e-05,0.006758559696468467,0.02047022946035517
-6.507966411871761e-05,0.01405788581356802,0.009525408451375682
-6.500966411871762e-05,0.01040822275501824,0.009525408451375682
-6.493966411871762e-05,0.01405788581356802,0.01317368212103551
-6.486966411871761e-05,0.01405788581356802,0.005877134781715853
-6.479966411871762e-05,0.01405788581356802,0.009525408451375682
-6.472966411871762e-05,0.02135721193066757,0.01317368212103551
-6.465966411871761e-05,0.01405788581356802,0.002228861112056024
-6.458966411871762e-05,0.0177075488721178,0.002228861112056024
-6.451966411871762e-05,0.0177075488721178,0.005877134781715853
-6.444966411871761e-05,0.01040822275501824,0.002228861112056024
-6.437966411871762e-05,0.0177075488721178,-0.001419412557603805
-6.430966411871762e-05,0.01405788581356802,0.005877134781715853
-6.423966411871761e-05,0.01405788581356802,0.005877134781715853
-6.416966411871762e-05,0.01405788581356802,0.009525408451375682
-6.409966411871762e-05,0.01405788581356802,0.009525408451375682
-6.402966411871761e-05,0.01040822275501824,0.005877134781715853
-6.395966411871762e-05,0.0177075488721178,0.002228861112056024
-6.388966411871762e-05,0.01405788581356802,0.002228861112056024
-6.381966411871761e-05,0.01405788581356802,0.002228861112056024
-6.374966411871762e-05,0.0177075488721178,0.002228861112056024
-6.367966411871762e-05,0.0177075488721178,0.009525408451375682
-6.360966411871761e-05,0.01405788581356802,0.009525408451375682
-6.353966411871762e-05,0.0177075488721178,0.005877134781715853
-6.346966411871762e-05,0.02135721193066757,0.009525408451375682
-6.339966411871761e-05,0.02135721193066757,0.009525408451375682
-6.332966411871761e-05,0.02135721193066757,0.01317368212103551
-6.325966411871762e-05,0.02500687498921735,0.005877134781715853
-6.318966411871761e-05,0.0177075488721178,0.002228861112056024
-6.311966411871761e-05,0.0177075488721178,0.009525408451375682
-6.304966411871762e-05,0.02135721193066757,0.009525408451375682
