#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B053D5
#Date Time: 2025-05-15 15:19:24.210
#Sample rate: 1.42857e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.0004168335816625773,3.295104975449817,3.292971711145221
-0.0004167635816625773,3.298754638508367,3.296619984814881
-0.0004166935816625773,3.30240430156691,3.289323437475564
-0.0004166235816625773,3.287805649332717,3.292971711145221
-0.0004165535816625773,3.287805649332717,3.285675163805902
-0.0004164835816625773,3.306053964625463,3.285675163805904
-0.0004164135816625773,3.298754638508367,3.289323437475562
-0.0004163435816625773,3.298754638508367,3.292971711145221
-0.0004162735816625773,3.295104975449815,3.285675163805902
-0.0004162035816625773,3.291455312391268,3.285675163805902
-0.0004161335816625773,3.295104975449817,3.292971711145221
-0.0004160635816625773,3.295104975449815,3.296619984814878
-0.0004159935816625773,3.291455312391268,3.289323437475562
-0.0004159235816625773,3.295104975449817,3.289323437475562
-0.0004158535816625773,3.302404301566912,3.289323437475567
-0.0004157835816625773,3.291455312391268,3.300268258484541
-0.0004157135816625773,3.295104975449817,3.292971711145221
-0.0004156435816625773,3.298754638508365,3.296619984814881
-0.0004155735816625773,3.295104975449819,3.296619984814881
-0.0004155035816625773,3.302404301566917,3.300268258484541
-0.0004154335816625773,3.298754638508365,3.303916532154196
-0.0004153635816625773,3.295104975449819,3.292971711145226
-0.0004152935816625773,3.302404301566917,3.296619984814881
-0.0004152235816625773,3.298754638508364,3.296619984814881
-0.0004151535816625773,3.291455312391271,3.296619984814881
-0.0004150835816625773,3.295104975449817,3.296619984814881
-0.0004150135816625773,3.295104975449817,3.303916532154199
-0.0004149435816625773,3.295104975449817,3.300268258484543
-0.0004148735816625773,3.291455312391268,3.296619984814881
-0.0004148035816625773,3.298754638508367,3.296619984814884
-0.0004147335816625773,3.298754638508367,3.303916532154198
-0.0004146635816625773,3.291455312391268,3.311213079493521
-0.0004145935816625773,3.29510497544982,3.303916532154201
-0.0004145235816625773,3.302404301566914,3.303916532154201
-0.0004144535816625773,3.302404301566917,3.292971711145221
-0.0004143835816625773,3.298754638508369,3.292971711145223
-0.0004143135816625773,3.302404301566915,3.29661998481488
-0.0004142435816625773,3.302404301566917,3.303916532154201
-0.0004141735816625773,3.29875463850837,3.296619984814881
-0.0004141035816625773,3.306053964625463,3.296619984814881
-0.0004140335816625773,3.302404301566917,3.300268258484541
-0.0004139635816625773,3.306053964625465,3.303916532154201
-0.0004138935816625773,3.302404301566919,3.303916532154201
-0.0004138235816625773,3.298754638508367,3.300268258484541
-0.0004137535816625773,3.302404301566919,3.296619984814883
-0.0004136835816625773,3.306053964625465,3.30026825848454
-0.0004136135816625773,3.306053964625467,3.300268258484541
-0.0004135435816625773,3.302404301566917,3.303916532154199
-0.0004134735816625773,3.302404301566917,3.300268258484543
-0.0004134035816625773,3.298754638508367,3.303916532154201
-0.0004133335816625773,3.306053964625465,3.307564805823861
-0.0004132635816625773,3.302404301566919,3.307564805823861
-0.0004131935816625773,3.302404301566917,3.307564805823861
-0.0004131235816625773,3.306053964625465,3.307564805823859
-0.0004130535816625773,3.302404301566919,3.303916532154203
-0.0004129835816625773,3.302404301566917,3.300268258484541
-0.0004129135816625773,3.302404301566919,3.303916532154199
-0.0004128435816625773,3.306053964625465,3.300268258484543
-0.0004127735816625773,3.309703627684016,3.300268258484541
-0.0004127035816625773,3.302404301566917,3.292971711145221
-0.0004126335816625773,3.302404301566917,3.303916532154196
-0.0004125635816625773,3.295104975449817,3.311213079493521
-0.0004124935816625773,3.302404301566917,3.303916532154201
-0.0004124235816625773,3.29510497544982,3.300268258484543
-0.0004123535816625773,3.302404301566917,3.311213079493521
-0.0004122835816625773,3.306053964625467,3.303916532154201
-0.0004122135816625773,3.302404301566919,3.307564805823859
-0.0004121435816625773,3.309703627684016,3.307564805823861
-0.0004120735816625773,3.298754638508367,3.307564805823861
-0.0004120035816625773,3.302404301566915,3.307564805823861
-0.0004119335816625773,3.306053964625467,3.311213079493521
-0.0004118635816625773,3.306053964625467,3.303916532154201
-0.0004117935816625773,3.306053964625467,3.300268258484543
-0.0004117235816625773,3.298754638508367,3.300268258484541
-0.0004116535816625773,3.295104975449817,3.307564805823861
-0.0004115835816625773,3.302404301566914,3.311213079493519
-0.0004115135816625773,3.302404301566917,3.303916532154201
-0.0004114435816625773,3.306053964625467,3.303916532154201
-0.0004113735816625773,3.309703627684014,3.303916532154201
-0.0004113035816625773,3.306053964625467,3.307564805823861
-0.0004112335816625773,3.302404301566917,3.307564805823861
-0.0004111635816625773,3.302404301566917,3.307564805823861
-0.0004110935816625773,3.306053964625467,3.296619984814881
-0.0004110235816625773,3.302404301566917,3.311213079493521
-0.0004109535816625773,3.306053964625465,3.303916532154204
-0.0004108835816625773,3.302404301566917,3.307564805823861
-0.0004108135816625773,3.309703627684016,3.303916532154201
-0.0004107435816625773,3.306053964625468,3.307564805823859
-0.0004106735816625773,3.302404301566917,3.303916532154201
-0.0004106035816625773,3.306053964625467,3.303916532154201
-0.0004105335816625773,3.306053964625467,3.303916532154201
-0.0004104635816625773,3.302404301566917,3.300268258484541
-0.0004103935816625773,3.306053964625467,3.300268258484541
-0.0004103235816625773,3.306053964625467,3.300268258484541
