#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B053D5
#Date Time: 2025-05-15 15:09:25.665
#Sample rate: 1.42857e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.000416830370425024,3.324302279918216,0.005877134781715853
-0.0004167603704250239,3.324302279918216,0.002228861112056024
-0.0004166903704250239,3.320652616859669,0.002228861112056024
-0.000416620370425024,3.327951942976765,0.002228861112056024
-0.0004165503704250239,3.327951942976765,-0.005067686227263634
-0.0004164803704250239,3.327951942976763,0.002228861112054365
-0.000416410370425024,3.324302279918216,-0.001419412557603805
-0.0004163403704250239,3.324302279918216,-0.005067686227263634
-0.0004162703704250239,3.324302279918216,-0.001419412557603805
-0.000416200370425024,3.324302279918216,-0.001419412557603805
-0.0004161303704250239,3.324302279918216,-0.008715959896923463
-0.0004160603704250239,3.324302279918217,-0.008715959896921805
-0.000415990370425024,3.327951942976765,-0.005067686227263634
-0.0004159203704250239,3.331601606035315,-0.001419412557603805
-0.0004158503704250239,3.327951942976765,-0.005067686227263634
-0.000415780370425024,3.327951942976765,-0.005067686227263634
-0.0004157103704250239,3.327951942976765,-0.01236423356658329
-0.0004156403704250239,3.327951942976765,-0.005067686227260317
-0.000415570370425024,3.327951942976765,0.002228861112052706
-0.000415500370425024,3.320652616859666,0.002228861112056024
-0.0004154303704250239,3.327951942976765,0.002228861112054365
-0.000415360370425024,3.327951942976765,-0.001419412557602146
-0.000415290370425024,3.335251269093865,-0.001419412557603805
-0.0004152203704250239,3.324302279918216,0.009525408451370706
-0.000415150370425024,3.324302279918216,-0.001419412557598828
-0.000415080370425024,3.327951942976765,0.002228861112056024
-0.0004150103704250239,3.320652616859666,0.002228861112059342
-0.000414940370425024,3.320652616859666,0.009525408451372366
-0.000414870370425024,3.320652616859666,0.002228861112056024
-0.0004148003704250239,3.317002953801121,0.005877134781714193
-0.000414730370425024,3.32795194297676,0.002228861112057683
-0.000414660370425024,3.320652616859666,-0.005067686227263634
-0.0004145903704250239,3.320652616859669,0.002228861112056024
-0.000414520370425024,3.327951942976762,0.002228861112056024
-0.000414450370425024,3.324302279918216,-0.005067686227263634
-0.0004143803704250239,3.324302279918211,-0.005067686227261975
-0.000414310370425024,3.313353290742571,-0.001419412557605464
-0.000414240370425024,3.324302279918216,0.005877134781715853
-0.0004141703704250239,3.324302279918212,0.002228861112052706
-0.000414100370425024,3.317002953801119,-0.005067686227260317
-0.000414030370425024,3.317002953801116,-0.001419412557603805
-0.0004139603704250239,3.317002953801116,0.005877134781712535
-0.000413890370425024,3.317002953801116,-0.001419412557600488
-0.000413820370425024,3.317002953801116,-0.005067686227263634
-0.0004137503704250239,3.320652616859667,-0.005067686227261975
-0.000413680370425024,3.324302279918214,-0.001419412557605464
-0.000413610370425024,3.320652616859666,-0.001419412557603805
-0.0004135403704250239,3.320652616859666,-0.01236423356657832
-0.000413470370425024,3.320652616859666,-0.001419412557608782
-0.000413400370425024,3.320652616859666,-0.008715959896923463
-0.0004133303704250239,3.317002953801116,-0.001419412557603805
-0.000413260370425024,3.317002953801116,-0.001419412557603805
-0.000413190370425024,3.320652616859666,-0.01236423356658329
-0.0004131203704250239,3.324302279918214,-0.001419412557605464
-0.000413050370425024,3.320652616859667,-0.005067686227261975
-0.000412980370425024,3.320652616859666,-0.001419412557603805
-0.0004129103704250239,3.320652616859669,-0.001419412557602146
-0.000412840370425024,3.327951942976762,0.002228861112054365
-0.000412770370425024,3.327951942976765,-0.001419412557603805
-0.0004127003704250239,3.320652616859666,-0.008715959896923463
-0.000412630370425024,3.317002953801118,-0.001419412557607123
-0.000412560370425024,3.320652616859666,-0.001419412557603805
-0.0004124903704250239,3.324302279918216,-0.001419412557603805
-0.000412420370425024,3.327951942976763,-0.001419412557603805
-0.000412350370425024,3.327951942976765,-0.005067686227263634
-0.0004122803704250239,3.327951942976765,-0.001419412557603805
-0.000412210370425024,3.327951942976765,0.002228861112054365
-0.000412140370425024,3.324302279918216,-0.001419412557603805
-0.0004120703704250239,3.320652616859666,-0.001419412557603805
-0.000412000370425024,3.320652616859666,-0.005067686227261975
-0.000411930370425024,3.324302279918216,0.002228861112056024
-0.0004118603704250239,3.320652616859666,0.002228861112056024
-0.000411790370425024,3.33160160603531,0.005877134781714194
-0.000411720370425024,3.324302279918216,0.005877134781715853
-0.0004116503704250239,3.331601606035315,0.002228861112056024
-0.000411580370425024,3.324302279918219,0.009525408451372366
-0.000411510370425024,3.324302279918216,0.005877134781715853
-0.0004114403704250239,3.331601606035315,0.002228861112056024
-0.000411370370425024,3.327951942976767,0.005877134781714194
-0.000411300370425024,3.324302279918216,0.002228861112056024
-0.0004112303704250239,3.320652616859666,0.005877134781715853
-0.000411160370425024,3.33160160603531,0.005877134781715853
-0.000411090370425024,3.320652616859666,0.002228861112056024
-0.0004110203704250239,3.327951942976765,-0.001419412557603805
-0.000410950370425024,3.324302279918217,0.005877134781712535
-0.000410880370425024,3.327951942976765,0.005877134781715853
-0.0004108103704250239,3.324302279918216,0.005877134781715853
-0.000410740370425024,3.331601606035312,-0.001419412557600488
-0.000410670370425024,3.331601606035315,0.005877134781715853
-0.0004106003704250239,3.327951942976765,0.009525408451375682
-0.000410530370425024,3.324302279918217,0.002228861112059341
