x-axis,1
second,Volt
-50.0000E-09,+1.5855709478419E+00
-49.8438E-09,+1.6659729570310E+00
-49.6875E-09,+1.7488875290073E+00
-49.5313E-09,+1.8318021009836E+00
-49.3750E-09,+1.9147166729599E+00
-49.2188E-09,+1.9976312449362E+00
-49.0625E-09,+2.0805458169125E+00
-48.9063E-09,+2.1609478261016E+00
-48.7500E-09,+2.2363247097164E+00
-48.5938E-09,+2.3091890305441E+00
-48.4375E-09,+2.3795407885846E+00
-48.2813E-09,+2.4398422954764E+00
-48.1250E-09,+2.4976312395811E+00
-47.9688E-09,+2.5478824953243E+00
-47.8125E-09,+2.5855709371317E+00
-47.6563E-09,+2.6182342533648E+00
-47.5000E-09,+2.6433598812364E+00
-47.3438E-09,+2.6559226951722E+00
-47.1875E-09,+2.6634603835337E+00
-47.0313E-09,+2.6584352579594E+00
-46.8750E-09,+2.6433598812364E+00
-46.7188E-09,+2.6207468161520E+00
-46.5625E-09,+2.5905960627060E+00
-46.4063E-09,+2.5529076208986E+00
-46.2500E-09,+2.5051689279426E+00
-46.0938E-09,+2.4524051094122E+00
-45.9375E-09,+2.3946161653075E+00
-45.7813E-09,+2.3267769700542E+00
-45.6250E-09,+2.2564252120137E+00
-45.4688E-09,+2.1835608911861E+00
-45.3125E-09,+2.1081840075713E+00
-45.1563E-09,+2.0277819983822E+00
-45.0000E-09,+1.9448674264059E+00
-44.8438E-09,+1.8619528544296E+00
-44.6875E-09,+1.7790382824533E+00
-44.5313E-09,+1.6961237104770E+00
-44.3750E-09,+1.6106965757136E+00
-44.2188E-09,+1.5277820037373E+00
-44.0625E-09,+1.4473799945481E+00
-43.9063E-09,+1.3669779853590E+00
-43.7500E-09,+1.2916011017442E+00
-43.5938E-09,+1.2162242181294E+00
-43.4375E-09,+1.1458724600889E+00
-43.2813E-09,+1.0855709531970E+00
-43.1250E-09,+1.0277820090924E+00
-42.9688E-09,+977.5307533491E-03
-42.8125E-09,+939.8423115417E-03
-42.6563E-09,+907.1789953087E-03
-42.5000E-09,+884.5659302242E-03
-42.3438E-09,+877.0282418627E-03
-42.1875E-09,+874.5156790756E-03
-42.0313E-09,+884.5659302242E-03
-41.8750E-09,+902.1538697343E-03
-41.7188E-09,+927.2794976059E-03
-41.5625E-09,+962.4553766261E-03
-41.4063E-09,+1.0026563812207E+00
-41.2500E-09,+1.0503950741768E+00
-41.0938E-09,+1.1031588927071E+00
-40.9375E-09,+1.1584352740246E+00
-40.7813E-09,+1.2212493437036E+00
-40.6250E-09,+1.2865759761698E+00
-40.4688E-09,+1.3569277342103E+00
-40.3125E-09,+1.4297920550379E+00
-40.1563E-09,+1.5076815014399E+00
-40.0000E-09,+1.5880835106290E+00
-39.8438E-09,+1.6709980826053E+00
-39.6875E-09,+1.7564252173688E+00
-39.5313E-09,+1.8443649149194E+00
-39.3750E-09,+1.9323046124700E+00
-39.2188E-09,+2.0177317472334E+00
-39.0625E-09,+2.1031588819969E+00
-38.9063E-09,+2.1860734539732E+00
-38.7500E-09,+2.2664754631623E+00
-38.5938E-09,+2.3393397839900E+00
-38.4375E-09,+2.4096915420304E+00
-38.2813E-09,+2.4674804861351E+00
-38.1250E-09,+2.5202443046655E+00
-37.9688E-09,+2.5679829976216E+00
-37.8125E-09,+2.6006463138546E+00
-37.6563E-09,+2.6282845045134E+00
-37.5000E-09,+2.6433598812364E+00
-37.3438E-09,+2.6508975695979E+00
-37.1875E-09,+2.6534101323850E+00
-37.0313E-09,+2.6408473184492E+00
-36.8750E-09,+2.6232593789391E+00
-36.7188E-09,+2.5981337510675E+00
-36.5625E-09,+2.5629578720473E+00
-36.4063E-09,+2.5227568674527E+00
-36.2500E-09,+2.4775307372839E+00
-36.0938E-09,+2.4247669187535E+00
-35.9375E-09,+2.3694905374360E+00
-35.7813E-09,+2.3066764677570E+00
-35.6250E-09,+2.2413498352908E+00
-35.4688E-09,+2.1709980772503E+00
-35.3125E-09,+2.0981337564227E+00
-35.1563E-09,+2.0202443100207E+00
-35.0000E-09,+1.9398423008316E+00
-34.8438E-09,+1.8569277288553E+00
-34.6875E-09,+1.7715005940919E+00
-34.5313E-09,+1.6885860221156E+00
-34.3750E-09,+1.6031588873521E+00
-34.2188E-09,+1.5177317525887E+00
-34.0625E-09,+1.4348171806124E+00
-33.9063E-09,+1.3519026086361E+00
-33.7500E-09,+1.2765257250213E+00
-33.5938E-09,+1.2036614041936E+00
-33.4375E-09,+1.1358222089403E+00
-33.2813E-09,+1.0755207020484E+00
-33.1250E-09,+1.0227568835181E+00
-32.9688E-09,+975.0181905620E-03
-32.8125E-09,+937.3297487546E-03
-32.6563E-09,+907.1789953087E-03
-32.5000E-09,+887.0784930114E-03
-32.3438E-09,+877.0282418627E-03
-32.1875E-09,+874.5156790756E-03
-32.0313E-09,+884.5659302242E-03
-31.8750E-09,+899.6413069471E-03
-31.7188E-09,+924.7669348187E-03
-31.5625E-09,+962.4553766261E-03
-31.4063E-09,+1.0026563812207E+00
-31.2500E-09,+1.0503950741767E+00
-31.0938E-09,+1.1056714554942E+00
-30.9375E-09,+1.1634603995989E+00
-30.7813E-09,+1.2287870320651E+00
-30.6250E-09,+1.2966262273184E+00
-30.4688E-09,+1.3694905481461E+00
-30.3125E-09,+1.4448674317609E+00
-30.1563E-09,+1.5227568781628E+00
-30.0000E-09,+1.6031588873519E+00
-29.8438E-09,+1.6860734593282E+00
-29.6875E-09,+1.7715005940917E+00
-29.5313E-09,+1.8544151660680E+00
-29.3750E-09,+1.9423548636186E+00
-29.2188E-09,+2.0277819983820E+00
-29.0625E-09,+2.1106965703583E+00
-28.9063E-09,+2.1885860167603E+00
-28.7500E-09,+2.2639629003751E+00
-28.5938E-09,+2.3368272212027E+00
-28.4375E-09,+2.4046664164561E+00
-28.2813E-09,+2.4624553605608E+00
-28.1250E-09,+2.5152191790912E+00
-27.9688E-09,+2.5629578720472E+00
-27.8125E-09,+2.5956211882803E+00
-27.6563E-09,+2.6257719417262E+00
-27.5000E-09,+2.6458724440235E+00
-27.3438E-09,+2.6559226951722E+00
-27.1875E-09,+2.6609478207465E+00
-27.0313E-09,+2.6559226951722E+00
-26.8750E-09,+2.6408473184493E+00
-26.7188E-09,+2.6207468161520E+00
-26.5625E-09,+2.5905960627061E+00
-26.4063E-09,+2.5529076208987E+00
-26.2500E-09,+2.5051689279427E+00
-26.0938E-09,+2.4498925466251E+00
-25.9375E-09,+2.3921036025205E+00
